ID_author,Title,Authors,Part_of,Year,Zitiert_von
13,Continual pre-training of language models for math problem understanding with syntax-aware memory network,"Z Gong, K Zhou, WX Zhao, J Sha, S Wang, JR Wen",Proceedings of the 60th Annual Meeting of the Association for Computational …,2022,15
13,Parameter-efficient mixture-of-experts architecture for pre-trained language models,"ZF Gao, P Liu, WX Zhao, ZY Lu, JR Wen",arXiv preprint arXiv:2203.01104,2022,15
13,Supervised search result diversification via subtopic attention,"Z Jiang, Z Dou, WX Zhao, JY Nie, M Yue, JR Wen","IEEE Transactions on Knowledge and Data Engineering 30 (10), 1971-1984",2018,15
13,Diffusion models for non-autoregressive text generation: A survey,"Y Li, K Zhou, WX Zhao, JR Wen",arXiv preprint arXiv:2303.06574,2023,14
13,Agentcf: Collaborative learning with autonomous language agents for recommender systems,"J Zhang, Y Hou, R Xie, W Sun, J McAuley, WX Zhao, L Lin, JR Wen",arXiv preprint arXiv:2310.09233,2023,13
13,Ada-ranker: A data distribution adaptive ranking paradigm for sequential recommendation,"X Fan, J Lian, WX Zhao, Z Liu, C Li, X Xie",Proceedings of the 45th International ACM SIGIR Conference on Research and …,2022,13
13,Do emergent abilities exist in quantized large language models: An empirical study,"P Liu, Z Liu, ZF Gao, D Gao, WX Zhao, Y Li, B Ding, JR Wen",arXiv preprint arXiv:2307.08072,2023,12
13,ELMER: A non-autoregressive pre-trained language model for efficient and effective text generation,"J Li, T Tang, WX Zhao, JY Nie, JR Wen",arXiv preprint arXiv:2210.13304,2022,12
13,Alleviating spurious correlations in knowledge-aware recommendations through counterfactual generator,"S Mu, Y Li, WX Zhao, J Wang, B Ding, JR Wen",Proceedings of the 45th International ACM SIGIR Conference on Research and …,2022,12
13,A pretraining numerical reasoning model for ordinal constrained question answering on knowledge base,"Y Feng, J Zhang, G He, WX Zhao, L Liu, Q Liu, C Li, H Chen","Findings of the Association for Computational Linguistics: EMNLP 2021, 1852-1861",2021,12
13,TOME: A two-stage approach for model-based retrieval,"R Ren, WX Zhao, J Liu, H Wu, JR Wen, H Wang",arXiv preprint arXiv:2305.11161,2023,11
13,Generative adversarial networks enhanced pre-training for insufficient electronic health records modeling,"H Ren, J Wang, WX Zhao",Proceedings of the 28th ACM SIGKDD Conference on Knowledge Discovery and …,2022,11
13,Debiasing learning based cross-domain recommendation,"S Li, L Yao, S Mu, WX Zhao, Y Li, T Guo, B Ding, JR Wen",Proceedings of the 27th ACM SIGKDD Conference on Knowledge Discovery & Data …,2021,11
13,An experimental study of text representation methods for cross-site purchase preference prediction using the social text data,"T Bai, HJ Dou, WX Zhao, DY Yang, JR Wen","Journal of Computer Science and Technology 32, 828-842",2017,11
13,Efficient phrase querying with flat position index,"D Shan, WX Zhao, J He, R Yan, H Yan, X Li",Proceedings of the 20th ACM international conference on Information and …,2011,11
13,A survey of large language models (2023),"WX Zhao, K Zhou, J Li, T Tang, X Wang, Y Hou, Y Min, B Zhang, J Zhang, ...",Preprint at https://arxiv. org/abs/2303.18223,,11
13,Adapting large language models by integrating collaborative semantics for recommendation,"B Zheng, Y Hou, H Lu, Y Chen, WX Zhao, JR Wen",arXiv preprint arXiv:2311.09049,2023,10
13,Self-supervised learning for conversational recommendation,"S Li, R Xie, Y Zhu, F Zhuang, Z Tang, WX Zhao, Q He","Information Processing & Management 59 (6), 103067",2022,10
13,Temporal contrastive pre-training for sequential recommendation,"C Tian, Z Lin, S Bian, J Wang, WX Zhao",Proceedings of the 31st ACM International Conference on Information …,2022,10
13,Jiuzhang: A chinese pre-trained language model for mathematical problem understanding,"WX Zhao, K Zhou, Z Gong, B Zhang, Y Zhou, J Sha, Z Chen, S Wang, ...",Proceedings of the 28th ACM SIGKDD Conference on Knowledge Discovery and …,2022,10
13,Neural graph matching for pre-training graph neural networks,"Y Hou, B Hu, WX Zhao, Z Zhang, J Zhou, JR Wen",Proceedings of the 2022 SIAM International Conference on Data Mining (SDM …,2022,10
13,Evaluating and improving tool-augmented computation-intensive math reasoning,"B Zhang, K Zhou, X Wei, X Zhao, J Sha, S Wang, JR Wen",Advances in Neural Information Processing Systems 36,2024,9
13,Not all metrics are guilty: Improving nlg evaluation with llm paraphrasing,"T Tang, H Lu, YE Jiang, H Huang, D Zhang, WX Zhao, F Wei",arXiv preprint arXiv:2305.15067,2023,9
13,Directed acyclic graph factorization machines for ctr prediction via knowledge distillation,"Z Tian, T Bai, Z Zhang, Z Xu, K Lin, JR Wen, WX Zhao",Proceedings of the Sixteenth ACM International Conference on Web Search and …,2023,9
13,Id-agnostic user behavior pre-training for sequential recommendation,"S Mu, Y Hou, WX Zhao, Y Li, B Ding","China Conference on Information Retrieval, 16-27",2022,9
13,Learning Reliable User Representations from Volatile and Sparse Data to Accurately Predict Customer Lifetime Value,"M Xing, S Bian, WX Zhao, Z Xiao, X Luo, C Yin, J Cai, Y He",Proceedings of the 27th ACM SIGKDD Conference on Knowledge Discovery & Data …,2021,9
13,A novel macro-micro fusion network for user representation learning on mobile apps,"S Bian, WX Zhao, K Zhou, X Chen, J Cai, Y He, X Luo, JR Wen","Proceedings of the Web Conference 2021, 3199-3209",2021,9
13,Context modeling for ranking and tagging bursty features in text streams,"WX Zhao, J Jiang, J He, D Shan, H Yan, X Li",Proceedings of the 19th ACM international conference on Information and …,2010,9
13,Continuous trajectory generation based on two-stage GAN,"W Jiang, WX Zhao, J Wang, J Jiang","Proceedings of the AAAI Conference on Artificial Intelligence 37 (4), 4374-4382",2023,8
13,Data augmented sequential recommendation based on counterfactual thinking,"X Chen, Z Wang, H Xu, J Zhang, Y Zhang, WX Zhao, JR Wen",IEEE Transactions on Knowledge and Data Engineering,2022,8
13,Causally attentive collaborative filtering,"J Zhang, X Chen, WX Zhao",Proceedings of the 30th ACM International Conference on Information …,2021,8
13,Neural network based popularity prediction by linking online content with knowledge bases,"WX Zhao, H Dou, Y Zhao, D Dong, JR Wen",Advances in Knowledge Discovery and Data Mining: 23rd Pacific-Asia …,2019,8
13,Mining collective knowledge: inferring functional labels from online review for business,"F Fan, WX Zhao, JR Wen, G Xu, EY Chang","Knowledge and Information Systems 53, 723-747",2017,7
13,Prompting Large Language Models for Recommender Systems: A Comprehensive Framework and Empirical Analysis,"L Xu, J Zhang, B Li, J Wang, M Cai, WX Zhao, JR Wen",arXiv preprint arXiv:2401.04997,2024,6
13,The dawn after the dark: An empirical study on factuality hallucination in large language models,"J Li, J Chen, R Ren, X Cheng, WX Zhao, JY Nie, JR Wen",arXiv preprint arXiv:2401.03205,2024,6
13,Bamboo: A comprehensive benchmark for evaluating long text modeling capacities of large language models,"Z Dong, T Tang, J Li, WX Zhao, JR Wen",arXiv preprint arXiv:2309.13345,2023,6
13,EulerNet: Adaptive Feature Interaction Learning via Euler's Formula for CTR Prediction,"Z Tian, T Bai, WX Zhao, JR Wen, Z Cao",Proceedings of the 46th International ACM SIGIR Conference on Research and …,2023,6
13,Diffusion-nat: Self-prompting discrete diffusion for non-autoregressive text generation,"K Zhou, Y Li, WX Zhao, JR Wen",arXiv preprint arXiv:2305.04044,2023,6
13,Textbox 2.0: A text generation library with pre-trained language models,"T Tang, J Li, Z Chen, Y Hu, Z Yu, W Dai, Z Dong, X Cheng, Y Wang, ...",arXiv preprint arXiv:2212.13005,2022,6
13,Virtual data augmentation: A robust and general framework for fine-tuning pre-trained models,"K Zhou, WX Zhao, S Wang, F Zhang, W Wu, JR Wen",arXiv preprint arXiv:2109.05793,2021,6
13,Generating timeline summaries with social media attention,"WX Zhao, JR Wen, X Li","Frontiers of Computer Science 10, 702-716",2016,6
13,Efficiently collecting relevance information from clickthroughs for web retrieval system evaluation,"J He, WX Zhao, B Shu, X Li, H Yan",Proceedings of the 34th international ACM SIGIR conference on Research and …,2011,6
13,Learning to imagine: Visually-augmented natural language generation,"T Tang, Y Chen, Y Du, J Li, WX Zhao, JR Wen",arXiv preprint arXiv:2305.16944,2023,5
13,Towards efficient and comprehensive urban spatial-temporal prediction: A unified library and performance benchmark,"J Wang, J Jiang, W Jiang, C Han, WX Zhao",arXiv preprint arXiv:2304.14343,2023,5
13,Great truths are always simple: A rather simple knowledge encoder for enhancing the commonsense reasoning capacity of pre-trained models,"J Jiang, K Zhou, WX Zhao, JR Wen",arXiv preprint arXiv:2205.01841,2022,5
13,Leveraging search history for improving person-job fit,"Y Hou, X Pan, WX Zhao, S Bian, Y Song, T Zhang, JR Wen","International Conference on Database Systems for Advanced Applications, 38-54",2022,5
13,Learning Vector-Quantized Item Representation for Transferable Sequential Recommenders. CoRR abs/2210.12316 (2022),"Y Hou, Z He, JJ McAuley, WX Zhao",,2022,5
13,A collaborative neural model for rating prediction by leveraging user reviews and product images,"W Ye, Y Zhang, WX Zhao, X Chen, Z Qin",Information Retrieval Technology: 13th Asia Information Retrieval Societies …,2017,5
13,Knowledge sharing via social login: Exploiting microblogging service for warming up social question answering websites,"Y Xiao, WX Zhao, K Wang, Z Xiao","Proceedings of COLING 2014, the 25th International Conference on …",2014,5
13,Beyond imitation: Leveraging fine-grained quality signals for alignment,"G Guo, R Zhao, T Tang, WX Zhao, JR Wen",arXiv preprint arXiv:2311.04072,2023,4
13,Towards a more user-friendly and easy-to-use benchmark library for recommender systems,"L Xu, Z Tian, G Zhang, J Zhang, L Wang, B Zheng, Y Li, J Tang, Z Zhang, ...",Proceedings of the 46th International ACM SIGIR Conference on Research and …,2023,4
13,A relevant and diverse retrieval-enhanced data augmentation framework for sequential recommendation,"S Bian, WX Zhao, J Wang, JR Wen",Proceedings of the 31st ACM International Conference on Information …,2022,4
13,ElitePLM: An empirical study on general language ability evaluation of pretrained language models,"J Li, T Tang, Z Gong, L Yang, Z Yu, Z Chen, J Wang, WX Zhao, JR Wen",arXiv preprint arXiv:2205.01523,2022,4
13,Personalized Inter-Task Contrastive Learning for CTR&CVR Joint Estimation,"Z Lin, X Yang, S Liu, X Peng, WX Zhao, L Wang, B Zheng",arXiv preprint arXiv:2208.13442,2022,4
13,Interpretable aspect-aware capsule network for peer review based citation count prediction,"S Li, Y Li, WX Zhao, B Ding, JR Wen","ACM Transactions on Information Systems (TOIS) 40 (1), 1-29",2021,4
13,Group based self training for e-commerce product record linkage,"WX Zhao, Y Wu, H Yan, X Li","Proceedings of COLING 2014, the 25th International Conference on …",2014,4
13,Group-Scheme: SIMD-based compression algorithms for web text data,"X Zhang, WX Zhao, D Shan, H Yan","2013 IEEE International Conference on Big Data, 525-530",2013,4
13,Improving large language models via fine-grained reinforcement learning with minimum editing constraint,"Z Chen, K Zhou, WX Zhao, J Wan, F Zhang, D Zhang, JR Wen",arXiv preprint arXiv:2401.06081,2024,3
13,What makes for good visual instructions? synthesizing complex visual reasoning instructions for visual instruction tuning,"Y Du, H Guo, K Zhou, WX Zhao, J Wang, C Wang, M Cai, R Song, JR Wen",arXiv preprint arXiv:2311.01487,2023,3
13,Generative Next-Basket Recommendation,"W Sun, R Xie, J Zhang, WX Zhao, L Lin, JR Wen","Proceedings of the 17th ACM Conference on Recommender Systems, 737-743",2023,3
13,Alleviating the long-tail problem in conversational recommender systems,"Z Zhao, K Zhou, X Wang, WX Zhao, F Pan, Z Cao, JR Wen","Proceedings of the 17th ACM Conference on Recommender Systems, 374-385",2023,3
13,Jiuzhang 2.0: A unified chinese pre-trained language model for multi-task mathematical problem solving,"X Zhao, K Zhou, B Zhang, Z Gong, Z Chen, Y Zhou, JR Wen, J Sha, ...",Proceedings of the 29th ACM SIGKDD Conference on Knowledge Discovery and …,2023,3
13,Improving conversational recommendation systems via counterfactual data simulation,"X Wang, K Zhou, X Tang, WX Zhao, F Pan, Z Cao, JR Wen",Proceedings of the 29th ACM SIGKDD Conference on Knowledge Discovery and …,2023,3
13,Small pre-trained language models can be fine-tuned as large models via over-parameterization,"ZF Gao, K Zhou, P Liu, WX Zhao, JR Wen",Proceedings of the 61st Annual Meeting of the Association for Computational …,2023,3
13,Zero-shot visual question answering with language model feedback,"Y Du, J Li, T Tang, WX Zhao, JR Wen",arXiv preprint arXiv:2305.17006,2023,3
13,Towards efficient and effective transformers for sequential recommendation,"W Sun, Z Liu, X Fan, JR Wen, WX Zhao","International Conference on Database Systems for Advanced Applications, 341-356",2023,3
13,Visually-augmented pretrained language models for NLP tasks without images,"H Guo, K Zhou, WX Zhao, Q Zhang, JR Wen",arXiv preprint arXiv:2212.07937,2022,3
13,WuDaoMM: A large-scale Multi-Modal Dataset for Pre-training models,"S Yuan, S Zhao, J Leng, Z Xue, H Zhao, P Liu, Z Gong, WX Zhao, J Li, ...",arXiv preprint arXiv:2203.11480,2022,3
13,Deep learning in social computing,"X Zhao, C Li","Deep Learning in Natural Language Processing, 255-288",2018,3
13,KG-Agent: An Efficient Autonomous Agent Framework for Complex Reasoning over Knowledge Graph,"J Jiang, K Zhou, WX Zhao, Y Song, C Zhu, H Zhu, JR Wen",arXiv preprint arXiv:2402.11163,2024,2
13,Distillation is All You Need for Practically Using Different Pre-trained Recommendation Models,"W Sun, R Xie, J Zhang, WX Zhao, L Lin, JR Wen",arXiv preprint arXiv:2401.00797,2024,2
13,ReasoningLM: Enabling Structural Subgraph Reasoning in Pre-trained Language Models for Question Answering over Knowledge Graph,"J Jiang, K Zhou, WX Zhao, Y Li, JR Wen",arXiv preprint arXiv:2401.00158,2023,2
13,"Towards effective ancient chinese translation: Dataset, model, and evaluation","G Guo, J Yang, F Lu, J Qin, T Tang, WX Zhao",CCF International Conference on Natural Language Processing and Chinese …,2023,2
13,Learning to perturb for contrastive learning of unsupervised sentence representations,"K Zhou, Y Zhou, WX Zhao, JR Wen","IEEE/ACM Transactions on Audio, Speech, and Language Processing",2023,2
13,The web can be your oyster for improving language models,"J Li, T Tang, WX Zhao, J Wang, JY Nie, JR Wen","Findings of the Association for Computational Linguistics: ACL 2023, 728-746",2023,2
13,The Web Can Be Your Oyster for Improving Large Language Models,"J Li, T Tang, WX Zhao, J Wang, JY Nie, JR Wen",arXiv preprint arXiv:2305.10998,2023,2
13,Renderdiffusion: Text generation as image generation,"J Li, WX Zhao, JY Nie, JR Wen",arXiv preprint arXiv:2304.12519,2023,2
13,Enhancing Multi-View Smoothness for Sequential Recommendation Models,"K Zhou, H Wang, J Wen, WX Zhao","ACM Transactions on Information Systems 41 (4), 1-27",2023,2
13,Multi-grained hypergraph interest modeling for conversational recommendation,"C Shang, Y Hou, WX Zhao, Y Li, J Zhang","AI Open 4, 154-164",2023,2
13,Tweet timeline generation via graph-based dynamic greedy clustering,"F Fan, R Qiang, C Lv, WX Zhao, J Yang",Information Retrieval Technology: 11th Asia Information Retrieval Societies …,2015,2
13,Using lexical and thematic knowledge for name disambiguation,"J Wang, WX Zhao, R Yan, H Wei, JY Nie, X Li",Information Retrieval Technology: 8th Asia Information Retrieval Societies …,2012,2
13,UFIN: Universal Feature Interaction Network for Multi-Domain Click-Through Rate Prediction,"Z Tian, C Zhang, WX Zhao, X Zhao, JR Wen, Z Cao",arXiv preprint arXiv:2311.15493,2023,1
13,Scaling Law of Large Sequential Recommendation Models,"G Zhang, Y Hou, H Lu, Y Chen, WX Zhao, JR Wen",arXiv preprint arXiv:2311.11351,2023,1
13,Universal Multi-modal Multi-domain Pre-trained Recommendation,"W Sun, R Xie, S Bian, WX Zhao, J Zhou",arXiv preprint arXiv:2311.01831,2023,1
13,Multi-modal mixture of experts represetation learning for sequential recommendation,"S Bian, X Pan, WX Zhao, J Wang, C Wang, JR Wen",Proceedings of the 32nd ACM International Conference on Information and …,2023,1
13,Periodicity May Be Emanative: Hierarchical Contrastive Learning for Sequential Recommendation,"C Tian, B Hu, WX Zhao, Z Zhang, J Zhou",Proceedings of the 32nd ACM International Conference on Information and …,2023,1
13,Hybrid Contrastive Constraints for Multi-Scenario Ad Ranking,"S Mu, P Wei, WX Zhao, S Liu, L Wang, B Zheng",Proceedings of the 32nd ACM International Conference on Information and …,2023,1
13,Scaling pre-trained language models to deeper via parameter-efficient architecture,"P Liu, ZF Gao, WX Zhao, JR Wen",arXiv preprint arXiv:2303.16753,2023,1
13,Rsd: a reinforced Siamese network with domain knowledge for early diagnosis,"H Ren, J Wang, WX Zhao",Proceedings of the 31st ACM International Conference on Information …,2022,1
13,RAST: A Reward Augmented Model for Fine-Grained Sentiment Transfer,"X Hu, H Zhang, WX Zhao, Y Li, J Gao, JR Wen",Natural Language Processing and Chinese Computing: 10th CCF International …,2021,1
13,Generating Long and Coherent Text with Multi-Level Generative Adversarial Networks,"T Tang, J Li, WX Zhao, JR Wen","Web and Big Data: 5th International Joint Conference, APWeb-WAIM 2021 …",2021,1
13,Learning semantic representations from directed social links to tag microblog users at scale,"WX Zhao, Y Hou, J Chen, JJH Zhu, EJ Yin, H Su, JR Wen","ACM Transactions on Information Systems (TOIS) 38 (2), 1-30",2020,1
13,Improving Multi-turn Response Selection Models with Complementary Last-Utterance Selection by Instance Weighting,"K Zhou, WX Zhao, Y Zhu, JR Wen, J Yu",Advances in Knowledge Discovery and Data Mining: 24th Pacific-Asia …,2020,1
13,A Neural Labeled Network Embedding Approach to Product Adopter Prediction,"Q Gu, T Bai, WX Zhao, JR Wen",Information Retrieval Technology: 14th Asia Information Retrieval Societies …,2018,1
13,Probabilistic Local Matrix Factorization Based on User Reviews,"X Chen, Y Zhang, WX Zhao, W Ye, Z Qin",Information Retrieval Technology: 13th Asia Information Retrieval Societies …,2017,1
13,A metric learning based approach to evaluate task-specific time series similarity,"Y Lu, WX Zhao, H Yan, X Li","Web-Age Information Management: 14th International Conference, WAIM 2013 …",2013,1
13,Compression Image Dataset Based on Multiple Matrix Product States,"ZF Gao, P Liu, WX Zhao, ZY Xie, JR Wen, ZY Lu","Future of Information and Communication Conference, 621-638",2024,
13,Less is More: Data Value Estimation for Visual Instruction Tuning,"Z Liu, K Zhou, WX Zhao, D Gao, Y Li, JR Wen",arXiv preprint arXiv:2403.09559,2024,
13,The 2nd Workshop on Recommendation with Generative Models,"W Wang, Y Zhang, X Lin, F Feng, W Liu, Y Liu, X Zhao, WX Zhao, Y Song, ...",arXiv preprint arXiv:2403.04399,2024,
13,Sequence-level Semantic Representation Fusion for Recommender Systems,"L Xu, Z Tian, B Li, J Zhang, J Wang, M Cai, WX Zhao",arXiv preprint arXiv:2402.18166,2024,
13,Unleashing the Potential of Large Language Models as Prompt Optimizers: An Analogical Analysis with Gradient-based Model Optimizers,"X Tang, X Wang, WX Zhao, S Lu, Y Li, JR Wen",arXiv preprint arXiv:2402.17564,2024,
13,REAR: A Relevance-Aware Retrieval-Augmented Framework for Open-Domain Question Answering,"Y Wang, R Ren, J Li, WX Zhao, J Liu, JR Wen",arXiv preprint arXiv:2402.17497,2024,
13,BASES: Large-scale Web Search User Simulation with Large Language Model based Agents,"R Ren, P Qiu, Y Qu, J Liu, WX Zhao, H Wu, JR Wen, H Wang",arXiv preprint arXiv:2402.17505,2024,
13,An Integrated Data Processing Framework for Pretraining Foundation Models,"Y Sun, F Wang, Y Zhu, WX Zhao, J Mao",arXiv preprint arXiv:2402.16358,2024,
13,Data-CUBE: Data Curriculum for Instruction-based Sentence Representation Learning,"Y Min, K Zhou, D Gao, WX Zhao, H Hu, Y Li",arXiv preprint arXiv:2401.03563,2024,
13,Enhancing Scalability of Pre-trained Language Models via Efficient Parameter Sharing,"P Liu, ZF Gao, Y Chen, X Zhao, JR Wen",The 2023 Conference on Empirical Methods in Natural Language Processing,2023,
13,TikTalk: A Video-Based Dialogue Dataset for Multi-Modal Chitchat in Real World,"H Lin, L Ruan, W Xia, P Liu, J Wen, Y Xu, D Hu, R Song, WX Zhao, Q Jin, ...","Proceedings of the 31st ACM International Conference on Multimedia, 1303-1313",2023,
13,Reciprocal Sequential Recommendation,"B Zheng, Y Hou, WX Zhao, Y Song, H Zhu","Proceedings of the 17th ACM Conference on Recommender Systems, 89-100",2023,
13,"Unified Data Management and Comprehensive Performance Evaluation for Urban Spatial-Temporal Prediction [Experiment, Analysis & Benchmark]","J Jiang, C Han, WX Zhao, J Wang",arXiv preprint arXiv:2308.12899,2023,
13,TikTalk: A Multi-Modal Dialogue Dataset for Real-World Chitchat.,"H Lin, L Ruan, W Xia, P Liu, J Wen, Y Xu, Di Hu 0001, R Song, WX Zhao, ...",CoRR,2023,
13,Recent Advances in RecBole: Extensions with more Practical Considerations,"L Xu, Z Tian, G Zhang, L Wang, J Zhang, B Zheng, Y Li, Y Hou, X Pan, ...",arXiv preprint arXiv:2211.15148,2022,
13,Privacy-Preserved Neural Graph Similarity Learning,"Y Hou, WX Zhao, Y Li, JR Wen","2022 IEEE International Conference on Data Mining (ICDM), 191-200",2022,
13,Modeling Adaptive Fine-grained Task Relatedness for Joint CTR-CVR Estimation,"Z Lin, X Yang, X Peng, WX Zhao, S Liu, L Wang, B Zheng",arXiv preprint arXiv:2208.13442,2022,
13,Complex Question Answering over Incomplete Knowledge Graph as N-ary Link Prediction,"D Zan, S Wang, H Zhang, K Zhou, W Wu, WX Zhao, B Wu, B Guan, ...","2022 International Joint Conference on Neural Networks (IJCNN), 1-8",2022,
13,Neural Graph Matching for Pre-training Graph Neural Networks (Supplementary Material),"Y Hou, B Hu, WX Zhao, Z Zhang, J Zhou, JR Wen",,2022,
13,In Vitro characterization and Metabolomic Analysis of Cold-Stored Platelets,"W Zhao, K Serrano, D Stefanoni, A D'Alessandro, D Devine","TRANSFUSION 60, 113A-114A",2020,
13,Ranking and tagging bursty features in text streams with context language models,"WX Zhao, C Liu, JR Wen, X Li","Frontiers of Computer Science 11, 852-862",2017,
13,基于注意力机制的树状神经网络知识库问答模型,"J Yin, WX Zhao, XM Li","计算机科学技术学报 32 (4), 805-813",2017,
13,基于社交文本信息的跨平台产品购买偏好实验研究,"T Bai, HJ Dou, WX Zhao, DY Yang, JR Wen","计算机科学技术学报 32 (4), 828-842",2017,
13,"Information Retrieval Technology: 12th Asia Information Retrieval Societies Conference, AIRS 2016, Beijing, China, November 30–December 2, 2016, Proceedings","S Ma, JR Wen, Y Liu, Z Dou, M Zhang, Y Chang, X Zhao",Springer,2016,
13,主题模型在文本挖掘中的应用,"X Zhao, X Li",PKU Net-Lab Technical Report,2011,
13,A very short survey of topic models,WX Zhao,Technical report,2011,
13,Note for pLSA and LDA-Version 1.1,WX Zhao,,2011,
13,Twitter-LDA,"WX ZHAO, J JIANG, J WENG, J HE, EP LIM, H YAN, X LI",,2011,
13,Technical Report—An Empirical Comparison of Topics in Twitter and Traditional Media,"WX Zhao, J Jiang",,2010,
13,Part IV: Recommendation with Deep Learning,X Zhao,,,
13,Information Retrieval Technology,"S Ma, JR Wen, Y Liu, Z Dou, M Zhang, Y Chang, X Zhao",,,
13,Part III: Network Embedding with Deep Learning,X Zhao,,,
13,Identifying Event-related Bursts via Social Media Activities.(2012),"X ZHAO, B Shu, J JIANG, Y SONG, H YAN, X LI",EMNLP-CoNLL'12 Proceedings of the 2012 Joint Conference on Empirical Methods …,,
13,AI Open,"X Han, Z Zhang, N Ding, Y Gu, X Liu, Y Huo, J Qiu, Y Yao, A Zhang, ...",,,
14,A survey of large language models,"WX Zhao, K Zhou, J Li, T Tang, X Wang, Y Hou, Y Min, B Zhang, J Zhang, ...",arXiv preprint arXiv:2303.18223,2023,1406
14,S3-rec: Self-supervised learning for sequential recommendation with mutual information maximization,"K Zhou, H Wang, WX Zhao, Y Zhu, S Wang, F Zhang, Z Wang, JR Wen",Proceedings of the 29th ACM international conference on information …,2020,547
14,Improving conversational recommender systems via knowledge graph based semantic fusion,"K Zhou, WX Zhao, S Bian, Y Zhou, JR Wen, J Yu",Proceedings of the 26th ACM SIGKDD international conference on knowledge …,2020,262
14,Multi-modal knowledge graphs for recommender systems,"R Sun, X Cao, Y Zhao, J Wan, K Zhou, F Zhang, Z Wang, K Zheng",Proceedings of the 29th ACM international conference on information …,2020,190
14,Evaluating object hallucination in large vision-language models,"Y Li, Y Du, K Zhou, J Wang, WX Zhao, JR Wen",arXiv preprint arXiv:2305.10355,2023,161
14,Towards topic-guided conversational recommender system,"K Zhou, Y Zhou, WX Zhao, X Wang, JR Wen",Proceedings of the 28th International Conference on Computational …,2020,145
14,Filter-enhanced MLP is all you need for sequential recommendation,"K Zhou, H Yu, WX Zhao, JR Wen","Proceedings of the ACM web conference 2022, 2388-2399",2022,129
14,Debiased contrastive learning of unsupervised sentence representations,"K Zhou, B Zhang, WX Zhao, JR Wen",arXiv preprint arXiv:2205.00656,2022,76
14,Structgpt: A general framework for large language model to reason over structured data,"J Jiang, K Zhou, Z Dong, K Ye, WX Zhao, JR Wen",arXiv preprint arXiv:2305.09645,2023,66
14,Towards unified conversational recommender systems via knowledge-enhanced prompt learning,"X Wang, K Zhou, JR Wen, WX Zhao",Proceedings of the 28th ACM SIGKDD Conference on Knowledge Discovery and …,2022,60
14,C²-CRS: Coarse-to-Fine Contrastive Learning for Conversational Recommender System,"Y Zhou, K Zhou, WX Zhao, C Wang, P Jiang, H Hu",Proceedings of the Fifteenth ACM International Conference on Web Search and …,2022,44
14,CRSLab: An open-source toolkit for building conversational recommender system,"K Zhou, X Wang, Y Zhou, C Shang, Y Cheng, WX Zhao, Y Li, JR Wen",arXiv preprint arXiv:2101.00939,2021,44
14,Learning to match jobs with resumes from sparse interaction data using multi-view co-teaching network,"S Bian, X Chen, WX Zhao, K Zhou, Y Hou, Y Song, T Zhang, JR Wen",Proceedings of the 29th ACM International Conference on Information …,2020,44
14,Contrastive curriculum learning for sequential user behavior modeling via data augmentation,"S Bian, WX Zhao, K Zhou, J Cai, Y He, C Yin, JR Wen",Proceedings of the 30th ACM International Conference on Information …,2021,32
14,Don't Make Your LLM an Evaluation Benchmark Cheater,"K Zhou, Y Zhu, Z Chen, W Chen, WX Zhao, X Chen, Y Lin, JR Wen, J Han",arXiv preprint arXiv:2311.01964,2023,30
14,Unsupervised context rewriting for open domain conversation,"K Zhou, K Zhang, Y Wu, S Liu, J Yu",Proceedings of the 2019 Conference on Empirical Methods in Natural Language …,2019,30
14,Simans: Simple ambiguous negatives sampling for dense text retrieval,"K Zhou, Y Gong, X Liu, WX Zhao, Y Shen, A Dong, J Lu, R Majumder, ...",arXiv preprint arXiv:2210.11773,2022,25
14,Leveraging historical interaction data for improving conversational recommender system,"K Zhou, WX Zhao, H Wang, S Wang, F Zhang, Z Wang, JR Wen",Proceedings of the 29th ACM international conference on information …,2020,24
14,Chatcot: Tool-augmented chain-of-thought reasoning on\\chat-based large language models,"Z Chen, K Zhou, B Zhang, Z Gong, WX Zhao, JR Wen",arXiv preprint arXiv:2305.14323,2023,21
14,Neural Sentence Ordering Based on Constraint Graphs,"Y Zhu, K Zhou, JY Nie, S Liu, Z Dou","Proceedings of the AAAI Conference on Artificial Intelligence. 2021, 14656-14664",2021,19
14,Proactive Retrieval-based Chatbots based on Relevant Knowledge and Goals,"Y Zhu, JY Nie, K Zhou, P Du, H Jiang, Z Dou",Proceedings of the 44th International ACM SIGIR Conference on Research and …,2021,19
14,Master: Multi-task pre-trained bottlenecked masked autoencoders are better dense retrievers,"K Zhou, X Liu, Y Gong, WX Zhao, D Jiang, N Duan, JR Wen",Joint European Conference on Machine Learning and Knowledge Discovery in …,2023,18
14,Content Selection Network for Document-grounded Retrieval-based Chatbots,"Y Zhu, JY Nie, K Zhou, P Du, Z Dou",Advances in Information Retrieval - 43rd European Conference on IR Research …,2021,18
14,Unikgqa: Unified retrieval and reasoning for solving multi-hop question answering over knowledge graph,"J Jiang, K Zhou, WX Zhao, JR Wen",arXiv preprint arXiv:2212.00959,2022,17
14,Curriculum Pre-training Heterogeneous Subgraph Transformer for Top-N Recommendation,"H Wang, K Zhou, X Zhao, J Wang, JR Wen","ACM Transactions on Information Systems 41 (1), 1-28",2023,16
